date_of_journey,airlines,airlines_code,class,departure,total_stops,arrival,duration_in_minutes,source,destination,price_fare
2024-11-09,Go First,G8-354,Economy,16:08:00,0.0,12:45:00,130.2,Banglore,Delhi,5801
2024-01-29,Vistara,UK-829,Business,15:45:00,2.0,12:12:00,435.0,Delhi,Cochin,55696
2024-06-03,Air India,AI-471,Economy,16:48:00,0.0,19:02:00,289.8,Banglore,Delhi,10050
2024-10-06,Air India,AI-865,Business,08:36:00,1.0,20:30:00,145.2,Delhi,Cochin,22152
2024-03-01,Vistara,UK-706,Business,02:01:00,0.0,03:01:00,495.0,Banglore,Delhi,36577
2024-01-21,Air India,AI-803,Economy,17:56:00,0.0,17:10:00,919.8,Mumbai,Hyderabad,8202
2024-09-06,Air Asia,I5-1228,Economy,02:14:00,0.0,21:08:00,910.2,Banglore,Delhi,9287
2024-06-02,Vistara,UK-855,Premium Economy,03:02:00,0.0,22:37:00,334.8,Banglore,Delhi,26990
2024-09-22,Vistara,UK-819,Economy,09:07:00,1.0,00:50:00,450.0,Delhi,Cochin,11310
2024-09-21,Vistara,UK-995,Premium Economy,00:52:00,2.0,00:04:00,135.0,Banglore,New Delhi,7278
2024-10-29,Go First,G8-101,Economy,15:02:00,0.0,16:57:00,825.0,Banglore,Delhi,6873
2024-10-15,Indigo,6E-2204,Economy,23:55:00,2.0,04:45:00,600.0,Delhi,Cochin,12270
2024-03-30,Air India,AI-441,Economy,23:15:00,1.0,19:33:00,145.2,Kolkata,Banglore,5955
2024-09-28,Go First,G8-330,Economy,14:15:00,1.0,14:16:00,135.0,Kolkata,Banglore,5801
2024-11-14,Air India,AI-411,Business,15:54:00,1.0,17:17:00,559.8,Kolkata,Banglore,32646
2024-04-04,Indigo,6E-6822,Economy,12:51:00,1.0,12:42:00,340.2,Kolkata,Banglore,10099
2024-09-25,Vistara,UK-979,Business,11:08:00,1.0,18:38:00,1009.8,Kolkata,Banglore,30249
2024-06-07,Vistara,UK-979,Premium Economy,14:14:00,1.0,01:16:00,1009.8,Delhi,Cochin,7984
2024-06-17,Air India,AI-429,Economy,04:13:00,1.0,14:37:00,454.8,Delhi,Cochin,11121
2024-09-12,Vistara,UK-787,Business,08:15:00,0.0,05:20:00,1485.0,Kolkata,Banglore,39870
2024-03-22,Vistara,UK-787,Business,14:30:00,1.0,11:07:00,859.8,Delhi,Cochin,39870
2024-08-23,Spicejet,SG-8709,Economy,08:02:00,1.0,20:41:00,124.80000000000001,Delhi,Cochin,5231
2024-04-07,Vistara,UK-706,Business,01:26:00,1.0,20:43:00,1290.0,Delhi,Cochin,47665
2024-08-30,Vistara,UK-737,Business,04:15:00,1.0,06:28:00,465.0,Kolkata,Banglore,69113
2024-05-03,Vistara,UK-706,Business,19:27:00,1.0,14:32:00,1290.0,Delhi,Cochin,36577
2024-08-08,Vistara,UK-955,Premium Economy,06:47:00,2.0,14:57:00,130.2,Delhi,Cochin,22286
2024-07-22,Air India,AI-813,Economy,10:16:00,1.0,10:00:00,919.8,Kolkata,Banglore,6944
2024-07-18,Vistara,UK-815,Premium Economy,00:27:00,2.0,15:19:00,910.2,Delhi,Cochin,11758
2024-08-20,Vistara,UK-635,Economy,12:12:00,0.0,14:14:00,289.8,Banglore,Delhi,14773
2024-01-22,Vistara,UK-951,Business,01:00:00,1.0,13:41:00,130.2,Kolkata,Banglore,56860
2024-12-20,Go First,G8-119,Economy,11:38:00,1.0,20:22:00,810.0,Delhi,Cochin,11012
2024-04-01,Vistara,UK-871,Business,23:30:00,1.0,12:03:00,694.8,Delhi,Cochin,41281
2024-06-30,Go First,G8-334,Economy,20:24:00,1.0,08:39:00,130.2,Delhi,Cochin,5899
2024-10-31,Indigo,6E-2084,Economy,22:15:00,1.0,04:28:00,135.0,Delhi,Cochin,5954
2024-11-08,Air India,AI-605,Business,06:37:00,1.0,12:48:00,135.0,Delhi,Cochin,22152
2024-04-24,Vistara,UK-837,Premium Economy,07:16:00,2.0,23:04:00,1090.2,Delhi,Cochin,17448
2024-08-10,Air India,AI-429,Business,05:12:00,2.0,00:32:00,750.0,Kolkata,Banglore,50969
2024-02-29,Indigo,6E-2411,Economy,16:30:00,0.0,01:24:00,550.2,Mumbai,Hyderabad,8100
2024-10-05,Spicejet,SG-8709,Economy,12:58:00,0.0,16:50:00,124.80000000000001,Banglore,Delhi,6531
2024-04-12,Vistara,UK-781,Business,18:51:00,0.0,12:17:00,1035.0,Delhi,Cochin,39870
2024-01-02,Vistara,UK-819,Business,08:00:00,2.0,11:34:00,390.0,Delhi,Cochin,82010
2024-05-30,Go First,G8-354,Economy,14:57:00,0.0,18:56:00,130.2,Banglore,Delhi,5801
2024-12-10,Vistara,UK-879,Premium Economy,07:46:00,0.0,23:53:00,880.2,Mumbai,Hyderabad,12168
2024-01-12,Vistara,UK-995,Business,17:00:00,1.0,21:15:00,135.0,Delhi,Cochin,41528
2024-02-29,Air India,AI-833,Business,19:26:00,0.0,21:11:00,1050.0,Banglore,Delhi,50109
2024-06-30,Vistara,UK-813,Premium Economy,05:04:00,1.0,04:46:00,349.8,Kolkata,Banglore,22712
2024-06-08,Air Asia,I5-1228,Economy,12:53:00,1.0,23:03:00,910.2,Delhi,Cochin,4827
2024-11-08,Spicejet,SG-8169,Economy,19:47:00,0.0,17:28:00,124.80000000000001,Delhi,Cochin,5794
2024-03-25,Vistara,UK-801,Business,17:58:00,1.0,12:44:00,694.8,Kolkata,Banglore,108011
2024-06-12,Vistara,UK-957,Business,05:20:00,1.0,14:28:00,135.0,Kolkata,Banglore,22152
2024-10-21,Air India,AI-883,Business,11:26:00,1.0,00:19:00,610.2,Kolkata,Banglore,48225
2024-03-19,Air India,AI-506,Business,06:19:00,1.0,01:28:00,705.0,Kolkata,Banglore,53164
2024-01-08,Vistara,UK-899,Premium Economy,05:26:00,0.0,15:43:00,1429.8,Mumbai,Hyderabad,20562
2024-04-18,Air India,AI-542,Business,13:43:00,1.0,23:07:00,310.2,Delhi,Cochin,41113
2024-06-26,Air India,AI-883,Economy,12:29:00,1.0,18:04:00,1579.8,Delhi,Cochin,10155
2024-07-08,Indigo,6E-6492,Economy,23:03:00,2.0,12:51:00,319.8,Delhi,Cochin,8699
2024-11-30,Air India,AI-475,Business,13:37:00,1.0,03:50:00,1489.8,Delhi,Cochin,29805
2024-09-29,Air India,AI-887,Economy,21:41:00,0.0,07:14:00,135.0,Kolkata,Banglore,4792
2024-02-12,Air Asia,I5-548,Economy,22:10:00,0.0,20:01:00,765.0,Delhi,Cochin,6872
2024-05-11,Air India,AI-540,Economy,04:09:00,1.0,19:27:00,690.0,Kolkata,Banglore,9126
2024-01-16,Vistara,UK-811,Economy,18:00:00,1.0,18:32:00,349.8,Delhi,Cochin,9788
2024-02-18,Vistara,UK-979,Economy,09:51:00,1.0,17:09:00,1009.8,Delhi,Cochin,19297
2024-08-07,Vistara,UK-635,Business,09:43:00,1.0,13:40:00,1624.8,Delhi,Cochin,37417
2024-04-05,Air India,AI-554,Business,13:33:00,1.0,14:11:00,709.8,Kolkata,Banglore,50969
2024-12-28,Vistara,UK-817,Business,22:27:00,0.0,17:09:00,334.8,Banglore,New Delhi,60713
2024-01-24,Air India,AI-429,Business,03:05:00,1.0,15:18:00,835.2,Kolkata,Banglore,50969
2024-12-27,Indigo,6E-2049,Economy,10:38:00,1.0,20:05:00,345.0,Delhi,Cochin,10417
2024-01-11,Go First,G8-323,Economy,07:39:00,1.0,16:37:00,130.2,Banglore,New Delhi,5899
2024-09-10,Air India,AI-429,Business,01:34:00,1.0,01:27:00,490.2,Delhi,Cochin,50969
2024-03-10,Vistara,UK-819,Economy,18:21:00,0.0,11:05:00,364.8,Kolkata,Banglore,10181
2024-06-04,Vistara,UK-819,Business,07:41:00,1.0,16:20:00,550.2,Kolkata,Banglore,60601
2024-08-06,Vistara,UK-985,Premium Economy,15:44:00,1.0,12:21:00,135.0,Delhi,Cochin,7838
2024-10-29,Go First,G8-713,Economy,14:45:00,1.0,22:18:00,529.8,Kolkata,Banglore,5252
2024-11-16,Vistara,UK-817,Economy,14:54:00,0.0,19:01:00,435.0,Banglore,Delhi,8291
2024-03-25,Air Asia,I5-740,Economy,02:17:00,1.0,04:00:00,649.8,Delhi,Cochin,4827
2024-11-15,Vistara,UK-811,Economy,06:47:00,2.0,05:21:00,904.8,Delhi,Cochin,7845
2024-11-29,Vistara,UK-819,Business,04:13:00,2.0,14:25:00,390.0,Delhi,Cochin,60713
2024-11-12,Vistara,UK-811,Business,04:35:00,1.0,18:38:00,349.8,Kolkata,Banglore,65501
2024-11-07,Indigo,6E-6022,Economy,20:45:00,1.0,14:09:00,330.0,Kolkata,Banglore,8369
2024-01-01,Vistara,UK-859,Economy,18:22:00,0.0,09:17:00,760.2,Banglore,Delhi,12570
2024-02-23,Air India,AI-544,Economy,06:13:00,2.0,06:03:00,1024.8,Delhi,Cochin,7704
2024-11-28,Vistara,UK-871,Premium Economy,03:33:00,0.0,08:23:00,799.8,Banglore,New Delhi,20562
2024-05-11,Air India,AI-544,Economy,20:27:00,1.0,02:02:00,1324.8,Kolkata,Banglore,8895
2024-06-14,Vistara,UK-829,Premium Economy,12:37:00,1.0,16:18:00,435.0,Banglore,New Delhi,16238
2024-07-23,Vistara,UK-817,Premium Economy,05:46:00,1.0,12:52:00,334.8,Delhi,Cochin,10638
2024-10-01,Air Asia,I5-740,Economy,14:10:00,0.0,09:37:00,769.8,Kolkata,Banglore,4827
2024-12-01,Vistara,UK-813,Economy,02:52:00,2.0,08:04:00,349.8,Delhi,Cochin,8291
2024-12-18,Vistara,UK-879,Economy,15:52:00,2.0,08:18:00,334.8,Delhi,Cochin,9840
2024-07-31,Air India,AI-512,Economy,22:19:00,0.0,01:40:00,790.2,Mumbai,Hyderabad,7194
2024-07-12,Indigo,6E-6201,Economy,19:05:00,1.0,23:30:00,295.2,Delhi,Cochin,8798
2024-09-03,Vistara,UK-829,Economy,01:46:00,1.0,12:07:00,574.8,Kolkata,Banglore,9840
2024-02-16,Vistara,UK-975,Premium Economy,12:16:00,0.0,22:48:00,135.0,Banglore,New Delhi,8622
2024-06-29,Air India,AI-767,Economy,18:46:00,1.0,05:14:00,499.8,Delhi,Cochin,15825
2024-05-17,Air India,AI-542,Business,06:24:00,2.0,19:29:00,310.2,Delhi,Cochin,41113
2024-12-02,Air India,AI-403,Economy,05:01:00,1.0,22:25:00,1560.0,Kolkata,Banglore,12432
2024-05-13,Vistara,UK-943,Business,11:42:00,1.0,02:59:00,130.2,Delhi,Cochin,22152
2024-12-19,Air India,AI-665,Economy,23:18:00,0.0,07:00:00,139.8,Chennai,Kolkata,5955
2024-01-29,Vistara,UK-879,Premium Economy,06:18:00,0.0,12:29:00,985.2,Banglore,Delhi,13288
2024-02-18,Vistara,UK-859,Premium Economy,03:06:00,2.0,00:06:00,1305.0,Delhi,Cochin,12822
2024-01-05,Go First,G8-719,Economy,21:41:00,2.0,15:17:00,285.0,Mumbai,Hyderabad,4592
2024-05-16,Air India,AI-544,Business,21:39:00,1.0,21:24:00,435.0,Banglore,New Delhi,41113
2024-12-25,Indigo,6E-2411,Economy,07:48:00,2.0,00:42:00,480.0,Delhi,Cochin,9388
2024-01-24,Air India,AI-815,Business,13:37:00,0.0,10:04:00,1020.0,Banglore,Delhi,53164
2024-11-18,Vistara,UK-975,Economy,14:02:00,0.0,10:50:00,135.0,Delhi,Cochin,5955
2024-02-29,Vistara,UK-801,Premium Economy,22:46:00,0.0,14:38:00,694.8,Kolkata,Banglore,14558
2024-09-05,Air Asia,I5-773,Economy,19:08:00,0.0,15:40:00,379.8,Mumbai,Hyderabad,6375
2024-07-19,Indigo,6E-2208,Economy,14:40:00,1.0,02:48:00,520.2,Delhi,Cochin,5785
2024-01-01,Air India,AI-887,Economy,01:03:00,1.0,23:30:00,135.0,Delhi,Cochin,5955
2024-07-02,Air India,AI-544,Economy,22:40:00,1.0,21:51:00,435.0,Banglore,New Delhi,7704
2024-04-19,Vistara,UK-871,Business,06:16:00,1.0,02:15:00,694.8,Delhi,Cochin,55696
2024-08-03,Vistara,UK-959,Economy,22:29:00,2.0,07:40:00,1425.0,Delhi,Cochin,8764
2024-10-11,Vistara,UK-835,Business,07:33:00,0.0,23:17:00,769.8,Banglore,Delhi,51384
2024-06-25,Vistara,UK-635,Business,00:08:00,1.0,07:44:00,1624.8,Delhi,Cochin,37417
2024-12-04,Vistara,UK-957,Business,15:16:00,1.0,18:25:00,135.0,Kolkata,Banglore,30104
2024-09-18,Vistara,UK-787,Business,07:59:00,0.0,15:45:00,1485.0,Banglore,Delhi,39870
2024-02-12,Vistara,UK-819,Economy,15:37:00,1.0,10:19:00,390.0,Delhi,Cochin,12150
2024-10-30,Go First,G8-113,Economy,22:59:00,0.0,19:55:00,990.0,Chennai,Kolkata,10347
2024-10-10,Vistara,UK-817,Economy,09:22:00,1.0,20:03:00,435.0,Banglore,New Delhi,14355
2024-07-04,Air India,AI-554,Business,18:27:00,1.0,03:47:00,709.8,Delhi,Cochin,50969
2024-11-03,Air India,AI-504,Business,16:11:00,1.0,18:13:00,685.2,Kolkata,Banglore,58025
2024-07-30,Air India,AI-814,Business,18:04:00,0.0,20:28:00,135.0,Kolkata,Banglore,22152
2024-11-26,Vistara,UK-959,Premium Economy,20:06:00,0.0,02:04:00,735.0,Banglore,Delhi,15992
2024-06-28,Vistara,UK-945,Economy,21:21:00,2.0,09:19:00,135.0,Kolkata,Banglore,6375
2024-05-21,Air India,AI-624,Business,14:34:00,1.0,02:57:00,145.2,Banglore,New Delhi,22152
2024-10-31,Air India,AI-887,Business,16:10:00,1.0,21:47:00,135.0,Delhi,Cochin,22152
2024-12-08,Vistara,UK-813,Economy,10:47:00,2.0,00:06:00,349.8,Delhi,Cochin,10208
2024-06-30,Air India,AI-542,Business,22:48:00,1.0,15:43:00,859.8,Delhi,Cochin,41113
2024-03-13,Vistara,UK-705,Economy,02:39:00,1.0,09:34:00,960.0,Delhi,Cochin,17084
2024-07-20,Vistara,UK-787,Business,08:41:00,0.0,02:01:00,859.8,Kolkata,Banglore,39870
2024-04-27,Air Asia,I5-743,Economy,08:55:00,2.0,03:53:00,490.2,Kolkata,Banglore,5291
2024-04-10,Vistara,UK-979,Business,20:24:00,0.0,05:58:00,1009.8,Mumbai,Hyderabad,22297
2024-06-17,Vistara,UK-981,Business,22:05:00,0.0,04:20:00,120.0,Chennai,Kolkata,22152
2024-09-05,Indigo,6E-319,Economy,02:35:00,1.0,13:32:00,375.0,Kolkata,Banglore,8894
2024-08-23,Air India,AI-813,Economy,09:52:00,2.0,19:50:00,919.8,Delhi,Cochin,9042
2024-05-08,Vistara,UK-959,Economy,19:16:00,1.0,07:40:00,735.0,Mumbai,Hyderabad,10097
2024-02-14,Air India,AI-803,Economy,12:42:00,1.0,02:13:00,1030.2,Delhi,Cochin,6944
2024-06-03,Vistara,UK-627,Business,11:49:00,1.0,02:15:00,1485.0,Kolkata,Banglore,37417
2024-04-25,Vistara,UK-833,Economy,07:22:00,0.0,01:15:00,409.8,Delhi,Cochin,12079
2024-05-03,Vistara,UK-807,Economy,23:41:00,0.0,18:36:00,700.2,Banglore,Delhi,8491
2024-01-20,Indigo,6E-2519,Economy,23:49:00,0.0,06:15:00,139.8,Delhi,Cochin,6899
2024-11-13,Vistara,UK-879,Premium Economy,16:18:00,0.0,11:54:00,1260.0,Mumbai,Hyderabad,12262
2024-04-18,Vistara,UK-811,Premium Economy,14:38:00,2.0,11:43:00,904.8,Delhi,Cochin,10638
2024-06-26,Vistara,UK-969,Business,07:07:00,1.0,20:27:00,735.0,Banglore,New Delhi,30249
2024-06-21,Vistara,UK-811,Premium Economy,08:23:00,0.0,21:51:00,1065.0,Mumbai,Hyderabad,11943
2024-04-22,Go First,G8-2519,Economy,07:11:00,1.0,06:56:00,850.2,Delhi,Cochin,6873
2024-11-05,Indigo,AI-554,Economy,16:57:00,0.0,06:45:00,270.0,Banglore,Delhi,11782
2024-10-08,Indigo,6E-6814,Economy,15:35:00,1.0,05:44:00,145.2,Delhi,Cochin,5954
2024-05-15,Air India,AI-605,Business,10:05:00,2.0,02:55:00,135.0,Delhi,Cochin,25612
2024-04-22,Indigo,6E-864,Economy,19:37:00,1.0,14:51:00,135.0,Delhi,Cochin,6374
2024-09-04,Go First,G8-713,Economy,11:47:00,0.0,03:46:00,735.0,Banglore,Delhi,5962
2024-02-26,Vistara,UK-859,Economy,22:38:00,0.0,17:31:00,385.2,Delhi,Cochin,11520
2024-09-21,Air Asia,I5-773,Economy,15:53:00,2.0,03:27:00,480.0,Delhi,Cochin,6872
2024-05-10,Indigo,6E-2411,Economy,05:22:00,1.0,03:03:00,274.8,Delhi,Cochin,8100
2024-11-08,Vistara,UK-835,Economy,22:27:00,1.0,15:09:00,769.8,Delhi,Cochin,12079
2024-10-11,Vistara,UK-781,Premium Economy,03:38:00,0.0,16:10:00,1035.0,Banglore,Delhi,14891
2024-04-25,Air India,AI-807,Economy,06:16:00,0.0,14:41:00,379.8,Banglore,New Delhi,7940
2024-05-12,Go First,G8-213,Economy,00:18:00,1.0,06:09:00,505.2,Banglore,New Delhi,19523
2024-05-13,Vistara,UK-959,Premium Economy,15:35:00,1.0,13:59:00,735.0,Delhi,Cochin,22432
2024-02-14,Air India,AI-502,Business,03:26:00,1.0,01:53:00,480.0,Delhi,Cochin,53164
2024-04-02,Vistara,UK-835,Premium Economy,14:03:00,0.0,16:06:00,1579.8,Delhi,Cochin,17448
2024-10-01,Go First,G8-286,Economy,06:46:00,0.0,13:28:00,514.8,Chennai,Kolkata,13436
2024-05-16,Vistara,UK-859,Economy,01:57:00,1.0,03:48:00,385.2,Delhi,Cochin,13410
2024-10-20,Vistara,UK-969,Premium Economy,04:44:00,1.0,11:33:00,1485.0,Delhi,Cochin,15992
2024-10-29,Indigo,6E-6034,Economy,15:52:00,0.0,21:35:00,304.8,Banglore,Delhi,6731
2024-01-06,Air India,AI-833,Economy,06:37:00,1.0,02:00:00,1050.0,Delhi,Cochin,16983
2024-08-19,Vistara,UK-809,Premium Economy,23:42:00,0.0,16:08:00,855.0,Kolkata,Banglore,14558
2024-10-11,Vistara,UK-985,Premium Economy,22:01:00,1.0,03:20:00,135.0,Delhi,Cochin,15846
2024-02-13,Air India,AI-554,Economy,21:28:00,0.0,13:38:00,625.2,Chennai,Kolkata,8958
2024-03-01,Vistara,UK-829,Economy,08:10:00,1.0,05:35:00,574.8,Kolkata,Banglore,10119
2024-02-07,Vistara,UK-835,Business,17:54:00,0.0,09:58:00,769.8,Banglore,Delhi,51384
2024-04-02,Go First,G8-336,Economy,17:57:00,1.0,05:04:00,130.2,Kolkata,Banglore,5899
2024-06-30,Indigo,6E-6475,Economy,11:58:00,1.0,09:45:00,274.8,Delhi,Cochin,7487
2024-03-26,Air Asia,I5-740,Economy,02:20:00,1.0,05:18:00,649.8,Delhi,Cochin,4827
2024-08-15,Vistara,UK-813,Business,21:48:00,1.0,09:49:00,349.8,Banglore,New Delhi,77222
2024-06-13,Vistara,UK-815,Premium Economy,18:52:00,1.0,22:56:00,750.0,Delhi,Cochin,10638
2024-11-24,Air Asia,I5-711,Economy,15:29:00,1.0,22:41:00,915.0,Delhi,Cochin,14571
2024-02-29,Indigo,6E-6492,Economy,02:15:00,1.0,09:10:00,400.2,Delhi,Cochin,8048
2024-02-16,Vistara,UK-817,Economy,09:48:00,2.0,14:01:00,334.8,Delhi,Cochin,13305
2024-08-05,Vistara,UK-829,Economy,09:27:00,0.0,11:00:00,574.8,Kolkata,Banglore,9840
2024-07-09,Vistara,UK-927,Premium Economy,09:50:00,1.0,21:12:00,124.80000000000001,Kolkata,Banglore,7278
2024-10-20,Vistara,UK-829,Premium Economy,01:51:00,0.0,13:24:00,435.0,Delhi,Cochin,12262
2024-04-28,Vistara,UK-705,Business,19:10:00,0.0,16:15:00,960.0,Banglore,Delhi,76953
2024-01-22,Air India,AI-403,Business,03:49:00,1.0,11:44:00,1560.0,Delhi,Cochin,29806
2024-06-19,Indigo,6E-5318,Economy,22:33:00,0.0,04:32:00,135.0,Mumbai,Hyderabad,5794
2024-01-22,Vistara,UK-979,Business,22:01:00,1.0,00:12:00,319.8,Delhi,Cochin,37193
2024-01-16,Vistara,UK-959,Business,14:10:00,2.0,00:50:00,1425.0,Delhi,Cochin,22297
2024-03-18,Vistara,UK-781,Business,14:12:00,0.0,00:22:00,1035.0,Banglore,Delhi,39870
2024-03-23,Air Asia,I5-773,Economy,19:51:00,0.0,22:11:00,655.2,Delhi,Cochin,6872
2024-01-17,Vistara,UK-859,Premium Economy,17:05:00,0.0,03:35:00,760.2,Banglore,Delhi,13382
2024-11-19,Air Asia,I5-743,Economy,03:15:00,0.0,06:47:00,355.2,Kolkata,Banglore,4827
2024-11-01,Vistara,UK-627,Economy,19:26:00,0.0,23:45:00,1590.0,Kolkata,Banglore,9210
2024-04-06,Indigo,6E-5318,Economy,13:54:00,0.0,05:37:00,135.0,Chennai,Kolkata,5794
2024-05-22,Air India,AI-803,Economy,22:14:00,1.0,23:44:00,1585.2,Delhi,Cochin,7677
2024-04-07,Air India,AI-805,Business,21:54:00,1.0,00:59:00,130.2,Kolkata,Banglore,25612
2024-09-17,Vistara,UK-781,Business,01:35:00,1.0,10:36:00,409.8,Delhi,Cochin,39870
2024-05-13,Indigo,6E-2016,Economy,20:41:00,1.0,09:36:00,135.0,Delhi,Cochin,7319
2024-05-17,Vistara,UK-817,Business,02:18:00,0.0,05:12:00,334.8,Banglore,Delhi,77222
2024-08-01,Vistara,UK-833,Business,10:07:00,1.0,14:33:00,409.8,Kolkata,Banglore,64409
2024-05-11,Vistara,UK-957,Economy,19:29:00,1.0,22:22:00,135.0,Banglore,New Delhi,5955
2024-08-05,Vistara,UK-859,Premium Economy,18:58:00,1.0,07:57:00,1305.0,Kolkata,Banglore,15118
2024-08-26,Vistara,UK-951,Business,01:36:00,0.0,11:39:00,130.2,Banglore,Delhi,41528
2024-04-04,Air India,AI-560,Economy,04:32:00,0.0,21:53:00,1015.2,Chennai,Kolkata,7704
2024-01-14,Air India,AI-403,Business,06:02:00,0.0,01:21:00,1560.0,Banglore,Delhi,29806
2024-12-19,Indigo,6E-6492,Economy,19:30:00,0.0,16:31:00,319.8,Mumbai,Hyderabad,20699
2024-04-25,Vistara,UK-839,Business,19:20:00,2.0,13:15:00,529.8,Delhi,Cochin,110441
2024-12-05,Indigo,6E-2016,Economy,15:28:00,0.0,10:45:00,135.0,Kolkata,Banglore,6374
2024-07-12,Air Asia,I5-560,Economy,15:30:00,0.0,07:32:00,865.2,Banglore,Delhi,4827
2024-01-10,Vistara,UK-941,Economy,07:21:00,1.0,17:26:00,150.0,Delhi,Cochin,8580
2024-10-17,Indigo,6E-2016,Economy,16:52:00,0.0,01:58:00,135.0,Banglore,New Delhi,7844
2024-04-02,Indigo,6E-2519,Economy,01:32:00,0.0,03:00:00,139.8,Banglore,Delhi,6682
2024-07-15,Indigo,6E-2033,Economy,13:56:00,1.0,07:12:00,370.2,Delhi,Cochin,6501
2024-12-21,Vistara,UK-979,Economy,17:17:00,1.0,20:41:00,319.8,Delhi,Cochin,12722
2024-11-11,Air India,AI-554,Business,19:38:00,2.0,09:09:00,709.8,Delhi,Cochin,50969
2024-09-20,Air India,AI-605,Economy,13:44:00,2.0,19:52:00,135.0,Delhi,Cochin,6480
2024-04-07,Indigo,6E-2017,Economy,09:14:00,1.0,02:06:00,130.2,Delhi,Cochin,6164
2024-04-03,Air India,AI-485,Economy,09:54:00,0.0,21:09:00,655.2,Kolkata,Banglore,12360
2024-06-27,Vistara,UK-811,Economy,14:09:00,0.0,15:00:00,450.0,Banglore,New Delhi,7478
2024-08-21,Air India,AI-425,Business,13:29:00,1.0,13:29:00,1579.8,Kolkata,Banglore,42622
2024-01-15,Air India,AI-542,Economy,00:35:00,0.0,14:26:00,310.2,Mumbai,Hyderabad,7704
2024-02-28,Vistara,UK-879,Premium Economy,21:55:00,1.0,11:39:00,985.2,Delhi,Cochin,28474
2024-10-18,Air India,AI-865,Business,04:40:00,1.0,13:00:00,145.2,Kolkata,Banglore,22152
2024-11-23,Indigo,6E-2117,Economy,23:52:00,0.0,09:26:00,340.2,Banglore,Delhi,7062
2024-06-26,Go First,G8-213,Economy,17:06:00,1.0,19:03:00,379.8,Banglore,New Delhi,18897
2024-04-28,Indigo,6E-2084,Economy,08:17:00,0.0,19:14:00,135.0,Mumbai,Hyderabad,6374
2024-03-23,Vistara,UK-871,Business,09:35:00,1.0,01:16:00,799.8,Delhi,Cochin,41281
2024-01-02,Vistara,UK-813,Premium Economy,02:02:00,0.0,14:47:00,1075.2,Kolkata,Banglore,21407
2024-04-28,Air India,AI-512,Business,09:53:00,1.0,02:04:00,790.2,Delhi,Cochin,53164
2024-01-27,Air India,AI-811,Economy,04:38:00,1.0,18:26:00,1305.0,Delhi,Cochin,8024
2024-09-20,Air India,AI-807,Economy,18:57:00,1.0,10:53:00,379.8,Kolkata,Banglore,7194
2024-08-09,Air India,AI-537,Economy,21:41:00,0.0,17:55:00,450.0,Banglore,Delhi,10281
2024-04-18,Vistara,UK-811,Premium Economy,16:59:00,2.0,19:28:00,349.8,Delhi,Cochin,10638
2024-11-23,Vistara,UK-975,Premium Economy,22:42:00,0.0,15:53:00,135.0,Banglore,Delhi,8622
2024-11-06,Air Asia,I5-784,Economy,05:17:00,1.0,14:58:00,490.2,Kolkata,Banglore,6375
2024-03-23,Vistara,UK-957,Business,02:00:00,1.0,22:34:00,135.0,Kolkata,Banglore,56860
2024-09-09,Vistara,UK-977,Premium Economy,08:52:00,2.0,00:18:00,135.0,Mumbai,Hyderabad,15846
2024-01-21,Vistara,UK-927,Business,08:28:00,1.0,13:02:00,124.80000000000001,Kolkata,Banglore,49020
2024-10-05,Air Asia,I5-743,Economy,11:05:00,1.0,00:49:00,490.2,Delhi,Cochin,5431
2024-06-18,Vistara,UK-835,Business,19:54:00,1.0,15:44:00,769.8,Kolkata,Banglore,72070
2024-08-10,Air India,AI-883,Economy,21:55:00,1.0,08:13:00,610.2,Delhi,Cochin,9559
2024-02-28,Vistara,UK-933,Economy,11:48:00,0.0,12:06:00,124.80000000000001,Kolkata,Banglore,10155
2024-02-04,Vistara,UK-781,Business,11:15:00,0.0,21:06:00,1035.0,Mumbai,Hyderabad,60985
2024-03-03,Air India,AI-815,Economy,11:33:00,1.0,23:30:00,1084.8,Kolkata,Banglore,7457
2024-04-06,Vistara,UK-995,Business,05:37:00,0.0,01:02:00,135.0,Delhi,Cochin,30104
2024-01-08,Vistara,UK-995,Economy,08:49:00,1.0,12:16:00,135.0,Delhi,Cochin,8580
2024-01-24,Indigo,6E-2519,Economy,07:05:00,2.0,21:04:00,139.8,Delhi,Cochin,6277
2024-01-31,Vistara,UK-879,Economy,23:44:00,1.0,01:34:00,334.8,Delhi,Cochin,21632
2024-02-01,Vistara,UK-929,Economy,22:35:00,1.0,12:19:00,1285.2,Kolkata,Banglore,17505
2024-09-06,Vistara,UK-879,Premium Economy,11:38:00,0.0,12:19:00,334.8,Mumbai,Hyderabad,12822
2024-08-03,Air India,AI-537,Economy,23:39:00,1.0,18:59:00,364.8,Delhi,Cochin,12486
2024-08-30,Vistara,UK-811,Premium Economy,03:54:00,1.0,14:21:00,880.2,Delhi,Cochin,11758
2024-04-26,Indigo,6E-2117,Economy,00:53:00,1.0,16:19:00,345.0,Delhi,Cochin,5358
2024-02-16,Air India,AI-403,Business,00:50:00,2.0,04:01:00,1560.0,Kolkata,Banglore,29806
2024-05-13,Air India,AI-883,Economy,18:30:00,1.0,02:24:00,610.2,Delhi,Cochin,8614
2024-07-22,Air India,AI-803,Business,00:33:00,1.0,04:32:00,919.8,Kolkata,Banglore,53164
